"additionalInfo","object_uri","title","imageUrl","artist_uri","dimensions","technique_uri","technique","ethnicity_uri","enthnicity","artist_appellation_uri","artist","provenance"
"Image from the historic March on Washington.","","and the people began to assemble at the base of the Washington Monument","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C14%2Ejpg","","9.5 H x 13.5 W","","Gelatin silver print","","African American","","LeRoy W. Jeffries","Gift of Ida Walls Lee in memory of Vermont Jeffries"
"Image from the historic March on Washington.","","the Africans came","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C15%2Ejpg","","9.25 x 13.5 W","","Gelatin silver print","","African American","","LeRoy W. Jeffries","Gift of Ida Walls Lee in memory of Vermont Jeffries"
"Image of the civil rights leader at the podium from the historic March on Washington.","","From Little RockDaisy Bates, came","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C16%2Ejpg","","9.5 H x 13.75 W","","Gelatin silver print","","African American","","LeRoy W. Jeffries","Gift of Ida Walls Lee in memory of Vermont Jeffries"
"Image from the historic March on Washington.","","and the church people came","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C17%2Ejpg","","9.5 H x 13.5 W","","Gelatin silver print","","African American","","LeRoy W. Jeffries","Gift of Ida Walls Lee in memory of Vermont Jeffries"
"Image from the historic March on Washington.","","They walked from New York to Washington","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C18%2Ejpg","","9 3/8 H x 13 5/8 W","","Gelatin silver print","","African American","","LeRoy W. Jeffries","Gift of Ida Walls Lee in memory of Vermont Jeffries"
"Image of the popular folk trio from the historic March on Washington.","","And Peter, Paul and Mary came","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C19%2Ejpg","","9.5 H x 13.5 W","","Gelatin silver print","","African American","","LeRoy W. Jeffries","Gift of Ida Walls Lee in memory of Vermont Jeffries"
"Image of the ""Renaissance Man"", Gordon Parks from the historic March on Washington.","","Gordon Parkswriter, photographer, director","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C20%2Ejpg","","9.5 H x 13.75 W","","Gelatin silver print","","African American","","LeRoy W. Jeffries","Gift of Ida Walls Lee in memory of Vermont Jeffries"
"Portrait of Thelonious Monk surrounded by books and piano keys","","Round Midnight","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CMidnight%2Ebmp","","64"" H x 45.5"" W x 2.5"" D","","Mixed media assemblage: paint, books, board, piano keys","","African American","","Lezley Saar","Commissioned by Seagram's Gin as part of its national program ""Perspectives in African American Art"""
"Bound paper book, missing cover, compiled from official authentic documents.","","A History of The Mexican War, or Facts For the People, Showing the Relations of the U.S. Gov't to Slavery","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLoring%2Ebmp","","6.75"" H x 4.25"" x 0.25"" D","","bound book","","American","","Loring Moody","Museum purchase"
"Reproduction of badge issued to Thomas Bradley (1917 - 1998) by the Los Angeles Police Department displayed in an acrylic case. Imprinted with Bradley's identification number, appointment and retirement dates.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTom+Bradley%5CLt+Badge%2Ejpg","","5.5"" H x 3.5"" W x 2"" D","","Brass","","African American","","Los Angeles Police Department","Gift of the Los Angeles Police Department"
"Standing male ancestor figure, asymmetrical body, blackened patina, carved coiffure","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5C1010%2EBMP","","15"" x 7"" x 4""","","Wood","","Luba/Hemba","","Luba/Hemba People of Congo","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Standing Janus-form figure, Kabeji, brown patina, hole on top of head for fetish material, shallow carving, male/female","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CK1%2EBMP","","10"" x 4""","","Wood","","Luba/Hemba","","Luba/Hemba People of Congo","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Self-portrait of the artist with Nigerian conceptual artist Iké Udé. Harris and his collaborator are portrayed as a dandyish couple on the cover of a fake Ebony magazine. The taller Udé, on the left, holds his arm around Harris's shoulder and wears a tie.","","Sisterhood","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CHarris%5FSisterhood%2Ejpg","","14"" H x 11"" W","","Cibachrome print","","African American","","Lyle Ashton Harris","Gift of Margo H. Leavin"
"Six-page comic book based on the London Stump Book version of this rhyme; concludes with ""Taffy was a Welshman"" rhyme. Title changed to ""Ten Little Indians"" in 1964 when published by Pocket Books.","","The Strange Tale of Ten Little Nigger Boys","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlack%5FAmericana%5CDonohue%5FStrangeTale%2Ejpg","","8.5 H x 6 W","","Comic book staple bound with printed ink on linen supports","","African American","","M.A. Donohue & Co","Gift of Muriel Carrison"
"Headdress, Chi Wara head piece with antelope figures; Typical vertical form of mother with offspring on back; long straight horns with incised spiral design on both; atop basketry cap covered with black braiding. Carved in traditional style but not ritually used.","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPorter%2DWesley%5CChi+wara%2Ejpg","","35"" x 8"" x 9""","","Wood and woven raffia fiber","","Bamana peoples, Mali","","Mali, Bamana people","Gift of Dorothy B. Porter-Wesley"
"Bush cow mask","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSilverman%5CBush+cow+132%2E24%2Ejpg","","18"" x 10½"" x 4½""","","Wood","","Mama","","Mama people of Nigeria","Gift of Dr. and Mrs. Melvin Silverman"
"pyro-engraved wooden table made for export; carved figures and African mammals","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMangbetu%2Ejpg","","28 x 30¾ x 17½""","","Pyro-engraved wood","","Mangbetu","","Mangbetu, Democratic Republic of Congo","Gift of Brian Ellsworth Moon"
"(9) pieces of braided steel sculptures","","Chorus","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CChorus+detail%2Ejpg","","4' x 27' x 18"" (installed)","","Braided stainless steel","","African American","","Maren Hassinger","Gift of Atlantic Richfield Company"
"sculpture of steel cables twisted like a rope","","Interlock","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CInterlock%2Ejpg","","91 x 34""","","Braided steel","","African American","","Maren Hassinger","Gift of The Links, Inc., Los Angeles Chapter"
"Sculpture comprised of five (5) ""bundles"" of twisted wire.","","Leaning","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CLeaning%2Ebmp","","7.25"" x 9"" x 18""","","twisted metal wire","","African American","","Maren Hassinger","Bequest of Alfred C. Darby"
"From the edition limited to 400 copies signed by the author and artist; a set of six color lithographs from 1992 illustrates the stirring poem For My People, written by Catlett's friend Margaret Walker in 1937. The poem mourns the losses, chronicles the endurance, and celebrates the survival of African Americans and looks to a future of liberation and justice. Distributed by The Limited Editions Club, New York.","","For My People","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCatlett%5CCatlett%5FWalker1%2Ejpg","","23 H x 19.5 W x 1.5 D","","Bound book with (6) lithographs in portfolio","","African American","","Margaret Walker and illustrated by Elizabeth Catlett","Gift of Herbert & Selma Moskowitz"
"mixed media wall sculpture","","Hope Street: Church Mothers","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CChurch+mothers%2Ejpg","","4' x 6'","","mixed media","","African American","","Marie E. Johnson Calloway","Gift of the Director Arts Circle"
"Flag of the United States at top center surmounts insignia for the National Rifle Association, a quote and bowl of tomato soup on a black field.","","Untitled","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSampler%5CSampler%5Funtitled%2Ejpg","","21"" H x 20"" W","","Mixed media collage on paper","","African American","","Marion Sampler","Gift of Dr. and Mrs. Leon O. Banks"
"Abstract geometric shapes concentrated in the center of the paper; circles are filled in with color.","","With How Sad Steps, a Moon, Thou Climb'st the Skies","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSampler%5CSampler%5FSadSteps%2Ejpg","","12.5"" H x 15"" W","","Pen & ink on paper","","African American","","Marion Sampler","Gift of Dr. and Mrs. Leon O. Banks"
"Sketch of female nude figure reclining with head on some sort of padding.","","Untitled (female nude)","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSampler%5CSampler%5Ffemalenude%2Ejpg","","24"" H x 18.75"" W","","Pen & ink on paper","","African American","","Marion Sampler","Gift of Dr. and Mrs. Leon O. Banks"
"Black chair with shirt draped on the backing.","","Chair","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSampler%5CSampler%5FChair%2Ejpg","","27 H x 21.25 W","","Pen & ink on paper","","African American","","Marion Sampler","Gift of Dr. and Mrs. Leon O. Banks"
"Wood abstract sculpture with wide base, flattening towards top.","","She","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPuryear%5CShe%2Ejpg","","8' H x 3' 6"" W x 9' 11"" D","","Douglas fir and red cedar wood","","African American","","Martin Puryear","Gift of Harry and Linda Macklowe"
"Abstract wood sculpture","","Her","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPuryear%5CHer%2Ejpg","","5' 6"" H x 8' W x 9' 6"" D","","Douglas fir and red cedar wood","","African American","","Martin Puryear","Gift of Harry and Linda Macklowe"
"Lithograph","","The Things Seen Suggest, This and Other Existences","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMarvin%5FHarden%5CHarden%5FThings+seen%2Ejpg","","26.5 x 20""","","Lithograph on paper","","African American","","Marvin Harden","Gift of Lora Schlesinger"
"A heart is apparent in the top left side of the work with a rectangular shape at the center, which is hollowed out.","","Perfectly Logical and Inevitable","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMarvin%5FHarden%5CHarden%5FLogical%2Ejpg","","21"" x 17""","","Pencil on paper","","African American","","Marvin Harden","Gift of Dr. and Mrs. Leon O. Banks"
"Top third of painting solid mauve color, remaining is vibrant pastel/metallic markings clustered around five-point star geometric shapes.","","Cosmic Fire","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMatthew%5FThomas%5CCosmic%5FThomas%2Ejpg","","74' x 74""","","acrylic paint on paper","","African American","","Matthew Thomas","Gift of Matthew Thomas"
"Two diamond-shapes interposed with religious symbols drawn in gold over green pigment.","","Three World Views As One","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMatthew%5FThomas%5CThreeWorldViewsAsOne%2Ejpg","","20"" H x 20"" W x 1.75"" D","","Acrylic and pyro-engraving on wood panel","","African American","","Matthew Thomas","Gift of the artist Matthew Thomas"
"Two joined square-shaped panels with nine gold leaf circles to visualize the Sun's rotation.","","Moving Point","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMatthew%5FThomas%5CMovingPoint%2Ejpg","","8"" H x 16"" W x 1"" D","","Acrylic and gold leaf on wood panel","","African American","","Matthew Thomas","Gift of the artist Matthew Thomas"
"Mask with a vertical hair-do, good age","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CA119%2EJPG","","16 x 9¼""","","Wood","","Mende/Temne","","Mende/Temne of Sierra Leone","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby"
"Helmet mask, wood, Mende/Temne people, Sierra Leone, West Africa. Four posts supporting divination for hairdo","","","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CN12%2EJPG","","14 x 7.25 x 9""","","Wood","","Mende/Temne","","Mende/Temne people of Sierra Leone","Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby"
"Cloth checkerboard patterned headdress flanked with raffia. Two raffia bands worn below knee, oval-shaped animal skin shield worn over abdomen and raffia ring. Thirteen wooden planks dangling from backside of headdress.","","Ceremonial mask and costume","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPoro+costume%2Ejpg","","85 x 29 x 14½""","","Fabric, wood, raffia and animal skin","","Mende/Poro","","Mende's Poro Secret Society","California Afro-American Museum Foundation purchase"
"Cast bronze of elderly man with a book, robe, and cane","","Refugee","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRefugee%2Ebmp","","8"" x 5½"" x 2½""","","Cast bronze","","African American","","Meta Vaux Warrick Fuller","Gift of William and Carolyn Hayling"
"quilt, applique technique with painted areas (textile paints)","","Springtime in Memphis at Night","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSpringtime%2Ejpg","","98"" H x 66"" W","","fabric","","African American","","Michael A. Cummings","Gift of Michael A. Cummings"
"Mixed media sculpture depicting the hostilities between the Los Angeles Police Department and Rodney King. Depictions of Police Chief Darryl Gates and Mayor Tom Bradley (1917 - 1998) in clown make-up as well as images of the four police officers accused of Rodney King's beating.","","Beat the Black: A Darryl Gates/Tom Bradley Production","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTom+Bradley%5CBeatblack%2Ebmp","","7' H x 4' W","","Mixed media sculpture","","African American","","Michael Rogers","Gift of Michael Rogers"
"Organic sculpture","","Shaman's Spoon (The Nest)","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLee%5FShamon%2Ejpg","","13' 5"" x 18' 3"" x 7' 8""","","wood,earth, tar, wire mesh & rebar armature","","African American","","Michele Elizabeth Lee and Leon Dockery","Gift of Michele Elizabeth Lee and Leon Allenton Dockery"
"First edition monograph of Miguel Covarrubias Negro drawings that contains his significant work over a period of three years. It is designed and arranged to afford a comprehensive idea of the most provocative aspects of Negro life in America, especially Harlem, complete with fifty-six (56) drawings and frontispiece.","","Negro Drawings","http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CReserve%5FLibrary%5CCovarubbias%5FDrawings%2Ejpg","","10.25"" H x 8"" x 0.75"" D","","Bound hardcover book","","African American","","Miguel Covarrubias","Gift of Friends, The Foundation of the California African American Museum"
