"Artist_uri","Object_URI","Label_on_page","origin","title","image_url","dates","birth_year","death_year","dimension","technique_uri","technique","label_type_uri","origin_type_uri","nationality_uri","nationality","Artist_appellation_uri","name","credit_line"
"","","","Made in Ojai, California, United States, North and Central America","Vase","http://www.philamuseum.org/images/cad/large/1996-3-1-neh.jpg","c. 1940","","","3 7/8 x 2 1/8 inches (9.8 x 5.4 cm)","","Glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Beatrice…..Pourquoi!","http://www.philamuseum.org/images/cad/large/1978-99-31-pma.jpg","c. 1917","","","Sheet: 10 13/16 x 8 11/16 inches (27.5 x 22.1 cm)","","Crayon and pen and black ink over graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in New York City, New York, United States, North and Central America","The Blind Man (No.2)","http://www.philamuseum.org/images/cad/large/1950-134-1053-pma.jpg","May 1917","","","Sheet (each): 11 x 8 inches (27.9 x 20.3 cm)","","Periodical with paper covers","","","","American","","Published by Beatrice Wood","The Louise and Walter Arensberg Collection, 1950"
"","","","Made in United States, North and Central America","Non","http://www.philamuseum.org/images/cad/large/1978-99-47-pma.jpg","c. 1917-18","","","Sheet: 10 13/16 x 8 7/16 inches (27.5 x 21.4 cm)","","Pen and black ink, colored pencil and graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","Love Boat","http://www.philamuseum.org/images/cad/large/1996-2-13a,b-neh.jpg","1993","","","14 1/2 x 10 inches (36.8 x 25.4 cm)","","Earthenware with glaze, lustre","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","L'Après Midi D'Un Faun","http://www.philamuseum.org/images/cad/large/1978-99-26.jpg","c. 1917-18","","","Sheet: 10 3/8 x 8 1/2 inches (26.4 x 21.6 cm)","","Pen and brown ink and colored crayon on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","Known as the ""Mama of Dada,"" Beatrice Wood began her long artistic life among Dada circles in Paris and New York, where she was associated with Marcel Duchamp and Man Ray. Wood first began working in ceramics in her forties, after moving to Ojai, California, where she became fascinated with the luster glazes used by Persian and Mediterranean potters, and studied the technique with Otto Natzler. Over a fifty-year career, she continued to experiment with different luster effects, marrying sumptuous colors and shimmering surfaces to bold, simple vessels. Chalice typifies the intentionally naive, unschooled quality that Wood sought in her work.","Made in Ojai, California, United States, North and Central America","Goblet","http://www.philamuseum.org/images/cad/large/1992-18-2.jpg","c. 1975","","","12 1/8 x 8 3/4 x 8 3/4 inches (30.8 x 22.2 x 22.2 cm)","","Luster-glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","Iphigenia","http://www.philamuseum.org/images/cad/large/1994-101-2-neh.jpg","c. 1950","","","7 3/4 x 9 3/4 x 6 1/2 inches (19.7 x 24.8 x 16.5 cm)","","Glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Evening at Arensbergs","http://www.philamuseum.org/images/cad/large/1978-98-6-pma.jpg","1930","","","Sheet: 13 x 16 inches (33 x 40.6 cm)","","Watercolor, ink, and graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Enormitées se disent dans un salon","http://www.philamuseum.org/images/cad/large/1978-99-3det-pma.jpg","c. 1917-18","","","Sheet: 13 x 8 inches (33 x 20.3 cm)","","Pen and black ink, colored pencil and colored crayon over graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","Clytemnestra","http://www.philamuseum.org/images/cad/large/1994-101-1-neh.jpg","c. 1950","","","10 x 12 3/4 x 15 1/2 inches (25.4 x 32.4 x 39.4 cm)","","Glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Career Woman","http://www.philamuseum.org/images/cad/large/1994-190-1a,bv1-pma.jpg","1993","","","Sheet: 11 x 8 1/2 inches (27.9 x 21.6 cm)","","Transparent watercolor, colored crayon and graphite on wove paper (recto);
graphite (verso)","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","Purchased with funds contributed by the Womens Committee and the Craft Show Committee of the Philadelphia Museum of Art, 1984","Made in California, United States, North and Central America","Bowl","http://www.philamuseum.org/images/cad/large/1984-24-4-CX.jpg","1948-50","","","4 1/2 x 8 1/2 inches (11.4 x 21.6 cm)","","Luster-glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Beatrice…..Pourquoi!","http://www.philamuseum.org/images/cad/large/1978-99-31-pma.jpg","c. 1917","","","Sheet: 10 13/16 x 8 11/16 inches (27.5 x 22.1 cm)","","Crayon and pen and black ink over graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","""Blindman"" Pin","http://www.philamuseum.org/images/cad/large/2009-32-1-neh.jpg","1996","","","4 1/2 x 3 1/2 inches (11.4 x 8.9 cm)","","Silver","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Beatrice and Her Twelve Children","http://www.philamuseum.org/images/cad/large/1978-98-4-pma.jpg","1917","","","Sheet: 8 3/8 x 10 7/8 inches (21.3 x 27.6 cm)","","Watercolor, gouache, ink, and crayon on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in New York City, New York, United States, North and Central America","The Blind Man (No.2)","http://www.philamuseum.org/images/cad/large/1950-134-1053-pma.jpg","May 1917","","","Sheet (each): 11 x 8 inches (27.9 x 20.3 cm)","","Periodical with paper covers","","","","American","","Published by Beatrice Wood","The Louise and Walter Arensberg Collection, 1950"
"","","","Made in United States, North and Central America","Non","http://www.philamuseum.org/images/cad/large/1978-99-47-pma.jpg","c. 1917-18","","","Sheet: 10 13/16 x 8 7/16 inches (27.5 x 21.4 cm)","","Pen and black ink, colored pencil and graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","Love Boat","http://www.philamuseum.org/images/cad/large/1996-2-13a,b-neh.jpg","1993","","","14 1/2 x 10 inches (36.8 x 25.4 cm)","","Earthenware with glaze, lustre","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","Iphigenia","http://www.philamuseum.org/images/cad/large/1994-101-2-neh.jpg","c. 1950","","","7 3/4 x 9 3/4 x 6 1/2 inches (19.7 x 24.8 x 16.5 cm)","","Glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","L'Après Midi D'Un Faun","http://www.philamuseum.org/images/cad/large/1978-99-26.jpg","c. 1917-18","","","Sheet: 10 3/8 x 8 1/2 inches (26.4 x 21.6 cm)","","Pen and brown ink and colored crayon on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","Iphigenia","http://www.philamuseum.org/images/cad/large/1994-101-2-neh.jpg","c. 1950","","","7 3/4 x 9 3/4 x 6 1/2 inches (19.7 x 24.8 x 16.5 cm)","","Glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","Known as the ""Mama of Dada,"" Beatrice Wood began her long artistic life among Dada circles in Paris and New York, where she was associated with Marcel Duchamp and Man Ray. Wood first began working in ceramics in her forties, after moving to Ojai, California, where she became fascinated with the luster glazes used by Persian and Mediterranean potters, and studied the technique with Otto Natzler. Over a fifty-year career, she continued to experiment with different luster effects, marrying sumptuous colors and shimmering surfaces to bold, simple vessels. Chalice typifies the intentionally naive, unschooled quality that Wood sought in her work.","Made in Ojai, California, United States, North and Central America","Goblet","http://www.philamuseum.org/images/cad/large/1992-18-2.jpg","c. 1975","","","12 1/8 x 8 3/4 x 8 3/4 inches (30.8 x 22.2 x 22.2 cm)","","Luster-glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","Known as the ""Mama of Dada,"" Beatrice Wood began her long artistic life among Dada circles in Paris and New York, where she was associated with Marcel Duchamp and Man Ray. Wood first began working in ceramics in her forties, after moving to Ojai, California, where she became fascinated with the luster glazes used by Persian and Mediterranean potters, and studied the technique with Otto Natzler. Over a fifty-year career, she continued to experiment with different luster effects, marrying sumptuous colors and shimmering surfaces to bold, simple vessels. Chalice typifies the intentionally naive, unschooled quality that Wood sought in her work.","Made in Ojai, California, United States, North and Central America","Goblet","http://www.philamuseum.org/images/cad/large/1992-18-2.jpg","c. 1975","","","12 1/8 x 8 3/4 x 8 3/4 inches (30.8 x 22.2 x 22.2 cm)","","Luster-glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Evening at Arensbergs","http://www.philamuseum.org/images/cad/large/1978-98-6-pma.jpg","1930","","","Sheet: 13 x 16 inches (33 x 40.6 cm)","","Watercolor, ink, and graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Enormitées se disent dans un salon","http://www.philamuseum.org/images/cad/large/1978-99-3det-pma.jpg","c. 1917-18","","","Sheet: 13 x 8 inches (33 x 20.3 cm)","","Pen and black ink, colored pencil and colored crayon over graphite on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Beatrice and Her Twelve Children","http://www.philamuseum.org/images/cad/large/1978-98-4-pma.jpg","1917","","","Sheet: 8 3/8 x 10 7/8 inches (21.3 x 27.6 cm)","","Watercolor, gouache, ink, and crayon on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","Purchased with funds contributed by the Womens Committee and the Craft Show Committee of the Philadelphia Museum of Art, 1984","Made in California, United States, North and Central America","Bowl","http://www.philamuseum.org/images/cad/large/1984-24-4-CX.jpg","1948-50","","","4 1/2 x 8 1/2 inches (11.4 x 21.6 cm)","","Luster-glazed earthenware","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in Ojai, California, United States, North and Central America","""Blindman"" Pin","http://www.philamuseum.org/images/cad/large/2009-32-1-neh.jpg","1996","","","4 1/2 x 3 1/2 inches (11.4 x 8.9 cm)","","Silver","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
"","","","Made in United States, North and Central America","Beatrice and Her Twelve Children","http://www.philamuseum.org/images/cad/large/1978-98-4-pma.jpg","1917","","","Sheet: 8 3/8 x 10 7/8 inches (21.3 x 27.6 cm)","","Watercolor, gouache, ink, and crayon on wove paper","","","","American","","Beatrice Wood","© Beatrice Wood Center for the Arts / Happy Valley Foundation"
