"artist_uri","object_uri","title","image_url","birth_date","death_date","made","dim","nationality_URI","nationality","artist_appellation_uri","artist","prov"
"","","Coronation of the Virgin Altarpiece:  Crucifixion,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.19.P","","","1344","21-3/4 x 17-3/4 in. (55.2 x 45.1 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Coronation of the Virgin,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01.P","","","1344","52-1/8 x 27-5/8 in. (132.4 x 70.2 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Betrayal,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.04.P","","","1344","16-3/4 x 15-5/8 in. (42.5 x 39.7 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Circumcision,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.08.P","","","1344","17-1/8 x 15-1/2 in. (43.5 x 39.4 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Ascension,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.07.P","","","1344","16-3/4 x 15-1/2 in. (42.5 x 39.4 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Angel of the Annunciation,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.16.P","","","1344","13-3/8 x 12-1/2 in. (34.0 x 31.8 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  'Noli me tangere',","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.06.P","","","1344","16-3/4 x 15-5/8 in. (42.5 x 39.7 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01-32.P","","","1344","overall:  86 x 104-3/8 in. (218.4 x 265.1 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Landscape in Martigues,","http://images.nortonsimon.org/viewer/index.php?id=M.1973.3.1.P","","","1869","11 x 18-1/4 in. (27.9 x 46.4 cm)","","French","","Paul-Camille Guigou","Norton Simon Art Foundation"
"","","Untitled (Unfinished Symphony VIII),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.270","","","1967","sheet: 18-1/8 x 14 in. (46.1 x 35.6 cm)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Unfinished Symphony VII),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.269","","","1967","Paper: 18 X 28 in. (45.72 x 71.12 cm.); Image: 18 x 14 in. (45.72 x 35.56 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Unfinished Symphony VI),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.268","","","1967","Paper: 18 X 14 in. (45.72 x 35.56 cm.); Image: 15-3/4 x 11-3/4 (40.01 x 29.85 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Unfinished Symphony IX),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.271","","","1967","Paper: 18 x 14 in. (45.72 x 35.56 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Coronation of the Virgin Altarpiece:  Nativity,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.02.P","","","1344","17-1/4 x 15-5/8 in. (43.8 x 39.7 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Untitled (Unfinished Symphony V),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.267","","","1967","Paper: 18 X 14 in. (45.72 x 35.56 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Unfinished Symphony III),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.265","","","1967","Sheet: 18 x 14 in. (45.72 x 35.56 cm.); Image: 17 x ? in. (43.18 x ? cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Unfinished Symphony II),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.264","","","1967","Sheet: 18 X 14 in.(45.72 x 35.56 cm.); Image: 16-1/2 x 13 in. (41.91 x 33.02 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Unfinished Symphony IV),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.266","","","1967","Paper: 18 x 14 in. (45.72 x 35.56 cm.); Image: 16-1/2 x 12-1/2 in. (41.91 x 31.75 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Unfinished Symphony I),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.263","","","1967","Sheet: 18 X 14 in.(45.72 x 35.56 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (The Shtetl VII),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.256","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17 x 23-7/8 in. (43.18 x 60.64 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (The Shtetl VIII),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.257","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17-1/2 x 25 in. (44.45 x 63.5 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Coronation of the Virgin Altarpiece:  Virgin of the Annunciation,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.22.P","","","1344","13-1/4 x 12-1/2 in. (33.7 x 31.8 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Saint,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Washing of the feet,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.09.P","","","1344","17-1/8 x 15-5/8 in.  (43.5 x 39.7 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Saint,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Saint,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Saint,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Saint,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Saint,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Angel,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Saint Prosdochimus,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.23.P","","","1344","10-3/8 x 5-1/4 in. (26.4 x 13.3 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Bust of Angel,","","","","1344","3-3/4 in. (9.5 cm) diameter","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece: Birth of the Virgin,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.21.P","","","1344","12-1/8 x 8-3/4 in. (30.8 x 22.2 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Saint Nicholas of Bari,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.20.P","","","1344","17-1/4 x 7-1/4 in. (43.8 x 18.4 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Saint Martin and the Beggar,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.18.P","","","1344","17-1/4 x 7-1/8 in. (43.8 x 18.1 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Saint Catherine of Alexandria,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.24.P","","","1344","10-3/8 x 5-3/8 in. (26.4 x 13.7 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Saint Francis,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.15.P","","","1344","10-3/8 x 5-3/8 in. (26.4 x 13.7 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Saint Justina,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.14.P","","","1344","10-3/8 x 5-1/4 in. (26.4 x 13.3 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Coronation of the Virgin Altarpiece:  Pentecost,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.12.P","","","1344","17-1/8 x 15-5/8 in. (43.5 x 39.7 cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Untitled (The Shtetl VI),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.255","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 16-1/2 x 27 in. (41.91 x 68.58 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (The Shtetl IV),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.253","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 19-1/2 x 25-1/2 in. (49.53 x 64.77 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Coronation of the Virgin Altarpiece:  Presentation of the Virgin in the Temple,","http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.17.P","","","1344","12-1/4 x 8-3/4 in. (31.1 x 22.2cm)","","Italian","","Guariento di Arpo","Norton Simon Art Foundation"
"","","Untitled (The Shtetl III),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.252","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17 x 20 in. (43.18 x 50.8 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (The Shtetl V),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.254","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 15 x 27 in. (38.1 x 68.58 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (The Shtetl II),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.251","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 19 x 23-1/2 in. (48.26 x 59.69 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (Sunset Strip V),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.262","","","1967","sheet: 10-1/4 x 22-1/2 in. (26 x 57.2 cm)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","Untitled (The Shtetl I),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.250","","","1967","Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 15-1/2 x 19-1/2 in. (39.37 x 49.53 cm.)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","The Hanged,","http://images.nortonsimon.org/viewer/index.php?id=P.1953.267","","","1928","14-3/8 x 11 in. (36.5 x 28.0 cm)","","American","","Edward Hagedorn","Norton Simon Museum, The Blue Four Galka Scheyer Collection"
"","","Untitled (Sunset Strip IV),","http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.261","","","1967","sheet: 10-1/4 x 22-3/8 in. (26 x 56.8 cm)","","American","","William Gropper","Norton Simon Museum, Anonymous Gift, 1967"
"","","River Styx, Flying Geese,","http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.2","","","c. 1926-28","13-1/4 x 11-1/8 in. (33.7 x 28.3 cm)","","American","","Edward Hagedorn","Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts"
"","","Nude,","http://images.nortonsimon.org/viewer/index.php?id=P.1953.266","","","1928","19-7/8 x 12-1/2 in. (50.5 x 31.8 cm)","","American","","Edward Hagedorn","Norton Simon Museum, The Blue Four Galka Scheyer Collection"
"","","Female Study,","http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.3","","","c. 1926-30","24 x 18 in. (61.0 x 45.7 cm)","","American","","Edward Hagedorn","Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts"
"","","Nude,","http://images.nortonsimon.org/viewer/index.php?id=P.1953.268","","","c. 1926-1927","comp: 10-7/8 x 7-3/4 in. (27.6 x 19.7 cm); sheet: 19-1/8 x 12-1/2 in. (48.6 x 31.8 cm)","","American","","Edward Hagedorn","Norton Simon Museum, The Blue Four Galka Scheyer Collection"
"","","Galka Scheyer Viewing Modern Portraits of Galka Scheyer,","http://images.nortonsimon.org/viewer/index.php?id=P.2003.04.1","","","c. 1926-28","comp: 23-1/8 x 18 in. (58.7 x 45.7 cm); sheet: 25-1/8 x 20-1/8 in. (63.8 x 51.1 cm)","","American","","Edward Hagedorn","Norton Simon Museum, Anonymous Gift, Courtesy of Denenberg Fine Arts"
"","","Girl by 4 Roads,","http://images.nortonsimon.org/viewer/index.php?id=PH.1969.26","","","1968","Image: 14-7/8 x 22 in. (37.8 x 55.9 cm)","","American","","Betty Hahn","Norton Simon Museum, Gift of the Artist"
"","","Kodak Tri X Pan Film,","http://images.nortonsimon.org/viewer/index.php?id=PH.1969.25","","","1968","Image: 21-7/8 x 14-13/16 in. (55.6 x 37.2 cm)","","American","","Betty Hahn","Norton Simon Museum, Gift of the Artist"
"","","La Tauromaquia: A Spanish Knight Kills the Bull After Having Lost His Horse,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.09.G","","","1816","plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","La Tauromaquia: A Picador Is Unhorsed and Falls Under the Bull,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.26.G","","","1816","plate: 24.5 x 35.5 cm. (9 5/8 x 14 in); sheet: 30.2 cm. (11 7/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","La Tauromaquia: A Moor Caught by the Bull in the Ring,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.08.G","","","1816","plate: 24.5 x 35 cm. (9 5/8 x 13 3/4 in); sheet: 30.2 x 43 cm. (11 7/8 x 16 15/16 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","La Tauromaquia,","","","","1816","Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon","","Spanish","","Francisco de Goya y Lucientes","M.2010.1.104.1-33.G"
"","","La Tauromaquia,","","","","1816","sheet: 12-1/4 x 17-3/8 in. (31.1 x 44.1 cm)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Winter (The Vicarage Garden under Snow),","http://images.nortonsimon.org/viewer/index.php?id=F.1969.39.2.P","","","Probably January 1885, Nuenen","23 x 31-1/8 in. (58.4 x 79.1 cm)","","Dutch","","Vincent van Gogh","The Norton Simon Foundation"
"","","Still Life,","http://images.nortonsimon.org/viewer/index.php?id=F.1972.44.P","","","November 1884","15-3/4 x 22-1/4 in. (40.0 x 56.5 cm)","","Dutch","","Vincent van Gogh","The Norton Simon Foundation"
"","","Branchini Madonna,","http://images.nortonsimon.org/viewer/index.php?id=F.1978.01.P","","","1427","72 x 39 in. (182.9 x 99.1 cm)","","Italian","","Giovanni di Paolo","The Norton Simon Foundation"
"","","La Tauromaquia,","","","","1905","plate: 9-3/4 x 13-3/4 in. (24.8 x 34.9 cm); sheet:  12-3/8 x 18-3/4 in. (31.4 x 47.6 cm)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Birth of the Virgin,","http://images.nortonsimon.org/viewer/index.php?id=F.1975.04.P","","","c. 1696-98","40 x 102 in. (101.6 x 259.1 cm)","","Italian","","Luca Giordano","The Norton Simon Foundation"
"","","The Goddess and the Owl,","http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.155","","","1969","Sheet: 22 x 30 in. (55.88 x 76.2 cm.); Image: 21-1/2 x 29-1/2 in. (54.61 x 74.93 cm.)","","French","","Françoise Gilot","Norton Simon Museum, Anonymous Gift, 1971"
"","","Lions and Butterflies,","http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.154","","","1969","Sheet: 22 x 30 in. (55.88 x 76.2 cm.); Image: 21-1/2 x 29-1/2 in. (54.61 x 74.93 cm.)","","French","","Françoise Gilot","Norton Simon Museum, Anonymous Gift"
"","","Portrait of Dr. Gachet,","http://images.nortonsimon.org/viewer/index.php?id=F.1976.11.G","","","1890","7-3/16 x 6 in. (18.3 x 15.2 cm)","","Dutch","","Vincent van Gogh","The Norton Simon Foundation"
"","","Portrait of the Artist's Mother,","http://images.nortonsimon.org/viewer/index.php?id=M.1968.32.P","","","October 1888","16 x 12-3/4 in. (40.6 x 32.4 cm)","","Dutch","","Vincent van Gogh","Norton Simon Art Foundation"
"","","A Battle Scene,","http://images.nortonsimon.org/viewer/index.php?id=F.1976.12.P","","","late 17th century","79 x 127-3/4 in. (200.7 x 324.5 cm)","","Italian","","Luca Giordano","The Norton Simon Foundation"
"","","Baptism of Christ,","http://images.nortonsimon.org/viewer/index.php?id=F.1973.07.P","","","early 1450s","30 x 13-3/8 in. (76.2 x 34.0 cm)","","Italian","","Giovanni di Paolo","The Norton Simon Foundation"
"","","Portrait of a Peasant (Patience Escalier),","http://images.nortonsimon.org/viewer/index.php?id=M.1975.06.P","","","August 1888","25-1/4 x 21-1/2 in. (64.1 x 54.6 cm)","","Dutch","","Vincent van Gogh","Norton Simon Art Foundation"
"","","Back Garden of Sien's Mother's House, the Hague,","http://images.nortonsimon.org/viewer/index.php?id=M.1980.05.D","","","1882","18-1/4 x 23-7/8 in. (46.4 x 60.6 cm)","","Dutch","","Vincent van Gogh","Norton Simon Art Foundation"
"","","Mulberry Tree,","http://images.nortonsimon.org/viewer/index.php?id=M.1976.09.P","","","October 1889","21-1/4 x 25-1/2 in. (54 x 65 cm)","","Dutch","","Vincent van Gogh","Norton Simon Art Foundation, Gift of Mr. Norton Simon"
"","","Head of a Peasant Woman in a White Bonnet,","http://images.nortonsimon.org/viewer/index.php?id=F.1985.1.P","","","1885","18-1/2 x 13-3/4 in. (47.0 x 35.0 cm)","","Dutch","","Vincent van Gogh","The Norton Simon Foundation"
"","","La Tauromaquia: A Spanish Mounted Knight in the Ring Breaking Short Spears Without the Help of Assistants,","http://images.nortonsimon.org/viewer/index.php?id=M.1974.10.13.G","","","1816","plate: 25 x 35 cm. (9 13/16 x 13 3/4 in); sheet: 30.1 cm. (11 7/8 in)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Autograph Letter from Auvers-Sur-Oise to the Ginoux Family in Arles,","","","","c. May 21, 1890","8-1/2 x 13-5/16 in. (21.6 x 35.4 cm)","","Dutch","","Vincent van Gogh","Norton Simon Art Foundation"
"","","La Tauromaquia,","","","","1816","plate: 9-3/4 x 14 in. (24.8 x 35.6 cm); sheet: 17-1/2 x 12-1/2 in. (44.5 x 31.6 cm)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","La Tauromaquia,","","","","1816","each: 9-3/4 x 14 in. (24.8 x 35.6 cm)","","Spanish","","Francisco de Goya y Lucientes","The Norton Simon Foundation"
"","","La Tauromaquia,","","","","1816","plate: 10 x 14 in. (25.4 x 35.6 cm)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
"","","Doña Francisca Vicenta Chollet y Caballero,","http://images.nortonsimon.org/viewer/index.php?id=M.1981.7.P","","","1806","40-1/2 x 31-7/8 in. (102.9 x 80.9 cm)","","Spanish","","Francisco de Goya y Lucientes","Norton Simon Art Foundation"
