"artist_URI","description","object_uri","Artwork_Title","image_url","birth_date","death_date","date","dimensions_inch","medium_uri","medium","Nationality_URI","nationality","artist_appellation_uri","name","credit_line"
"","NA","","Reclining Figure","http://emuseum.huntington.org/internal/media/dispatcher/30275/resize:format$003dfull","NA","NA","ca. 1930","4 7/8 x 6","","graphite on paper","","NA","","NA","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone"
"","NA","","Reclining Man","http://emuseum.huntington.org/internal/media/dispatcher/18047/resize:format$003dfull","1824","1906","1853","8 1/4 x 11","","graphite on brown paper","","American","","Eastman Johnson","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Red Rose","http://emuseum.huntington.org/internal/media/dispatcher/16124/resize:format$003dfull","1887","1945","n.d.","NA","","watercolor and graphite on paper","","American","","Rowena Fischer Meeks Abdy","The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Michael F. Williams"
"","NA","","Red Woman, S. Cheyenne","http://emuseum.huntington.org/internal/media/dispatcher/22335/resize:format$003dfull","1858","1949","1899","13 7/16 x 8 3/4","","red crayon on paper","","American","","E. A. Burbank","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray."
"","NA","","Regiment on the Beach","http://emuseum.huntington.org/internal/media/dispatcher/18019/resize:format$003dfull","1830","1895","n.d.","9 3/4 x 13 3/4","","watercolor and graphite on paper","","American","","Granville Perkins","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Religious Editor","http://emuseum.huntington.org/internal/media/dispatcher/31599/resize:format$003dfull","1908","1978","ca. 1950","14 1/4 x 10","","ink, ink wash, and gouache","","American","","Don Freeman","Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone"
"","NA","","Rillito Creek near Fort Lowell Arizona","http://emuseum.huntington.org/internal/media/dispatcher/28485/resize:format$003dfull","1846","1918","1908","sheet: 4 13/16 x 7 7/16","","watercolor on paper","","American","","Joseph Basil Girard","The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill"
"","NA","","Rillito Creek near Fort Lowell, A.T. Looking West, Jan. 31, 1910","http://emuseum.huntington.org/internal/media/dispatcher/20139/resize:format$003dfull","1846","1918","1910","5 3/8 x 7 9/16","","watercolor on paper","","American","","Joseph Basil Girard","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill"
"","NA","","River Scene","http://emuseum.huntington.org/internal/media/dispatcher/16220/resize:format$003dfull","1839","1922","ca. 1880","10 1/4 x 10 7/8","","watercolor and gouache on paper","","American","","John Henry Hill","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","River Scene","http://emuseum.huntington.org/internal/media/dispatcher/16371/resize:format$003dfull","1812","1875","1844","9 3/4 x 12 3/4","","brown wash and graphite on paper","","American","","Robert Hinshelwood","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","River Scene","http://emuseum.huntington.org/internal/media/dispatcher/18016/resize:format$003dfull","1816","1872","n.d.","11 1/8 x 18 3/4","","graphite on buff paper","","American","","John Frederick Kensett","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","River Scene in Wales, January 25, 1910","http://emuseum.huntington.org/internal/media/dispatcher/20138/resize:format$003dfull","1846","1918","1910","5 5/8 x 7 3/16","","watercolor on paper","","American","","Joseph Basil Girard","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","River View","http://emuseum.huntington.org/internal/media/dispatcher/16381/resize:format$003dfull","1792","1863","n.d.","10 x 15","","ink wash and graphite on paper","","American","","Alvan T. Fisher","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Road to Port Hibert","http://emuseum.huntington.org/internal/media/dispatcher/16222/resize:format$003dfull","NA","NA","n.d.","12 1/4 x 13 1/4","","sepia ink on paper","","American","","John August Groth","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Rock Slide","http://emuseum.huntington.org/internal/media/dispatcher/28307/resize:format$003dfull","1833","1909","1871","9 x 6 1/4","","graphite heightened with Chinese white on paper","","American","","James David Smillie","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Root Beer","http://emuseum.huntington.org/internal/media/dispatcher/28324/resize:format$003dfull","1890","1972","n.d.","17 x 18","","graphite on paper","","American","","Alexander Zerdin Kruse","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Kruse family trust"
"","NA","","Rouen, Palace de Justice","http://emuseum.huntington.org/internal/media/dispatcher/16199/resize:format$003dfull","1816","1872","1841","13 1/2 x 10 1/8","","graphite on paper","","American","","John Frederick Kensett","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Ruins of Old Mission near Tuscon in 1895, June 2, 1909","http://emuseum.huntington.org/internal/media/dispatcher/20129/resize:format$003dfull","1846","1918","1909","4 1/16 x 7 5/8","","watercolor on paper","","American","","Joseph Basil Girard","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill"
"","NA","","Sacaton Stage Station near the Pima Villages, Arizona, in 1876","http://emuseum.huntington.org/internal/media/dispatcher/20156/resize:format$003dfull","1846","1918","n.d.","4 5/8 x 7 3/16","","watercolor on paper","","American","","Joseph Basil Girard","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Sailor","http://emuseum.huntington.org/internal/media/dispatcher/18074/resize:format$003dfull","NA","NA","n.d.","7 3/4 x 10 1/8","","gray wash and ink on board","","NA","","American School","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Sailor on Shore-leave","http://emuseum.huntington.org/internal/media/dispatcher/18077/resize:format$003dfull","1761","1831","n.d.","9 1/8 x 7 3/8","","ink and wash heightened with white on paper","","American","","Mather Brown","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Salt River, Arizona - Mountains of the Fonto Basin, Nov. 10, 1908","http://emuseum.huntington.org/internal/media/dispatcher/20120/resize:format$003dfull","1846","1918","1908","6 5/16 x 8","","watercolor on paper","","American","","Joseph Basil Girard","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill"
"","NA","","San Miguel","http://emuseum.huntington.org/internal/media/dispatcher/17961/resize:format$003dfull","1887","1945","n.d.","NA","","watercolor on paper","","American","","Rowena Fischer Meeks Abdy","The Huntington Library, Art Collections, and Botanical Gardens.  Gift of Michael F. Williams"
"","NA","","San Pablo Las Frailes-Puebla","http://emuseum.huntington.org/internal/media/dispatcher/27932/resize:format$003dfull","1860","1935","ca. 1885-1932","14 5/8 x 10 1/4","","watercolor on paper","","American","","Christian Jorgensen","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen"
"","NA","","Sand Dunes, Golden Gate Park, San Francisco, Calif.","http://emuseum.huntington.org/internal/media/dispatcher/22331/resize:format$003dfull","1858","1949","1931","7 11/16 x 12 1/4","","graphite on paper","","American","","E. A. Burbank","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray."
"","NA","","Sandy Hook","http://emuseum.huntington.org/internal/media/dispatcher/16186/resize:format$003dfull","1842","1924","1889","7 7/8 x 11 5/8","","oil on paper","","American","","Frederick Stuart Church","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Stuart Kadison"
"","NA","","Santuario-Leon","http://emuseum.huntington.org/internal/media/dispatcher/27908/resize:format$003dfull","1860","1935","n.d.","14 3/4 x 9 7/8","","watercolor on paper","","American","","Christian Jorgensen","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen"
"","NA","","Sculpture of Medardo Rosso: Metamorphosis","http://emuseum.huntington.org/internal/media/dispatcher/26250/resize:format$003dfull","1903","1972","n.d.","12 1/16 x 9","","on the rough side of a fiberboard panel: magazine photo of wax bust by Medardo Rosso, stained black-brown overall; verso covered with manilla paper with large gray stain","","American","","Joseph Cornell","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation"
"","NA","","Seaconnet, R.I.","http://emuseum.huntington.org/internal/media/dispatcher/18078/resize:format$003dfull","1833","1909","n.d.","7 1/2 x 9 7/8","","pen and black ink on brown paper","","American","","James David Smillie","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Seascape","http://emuseum.huntington.org/internal/media/dispatcher/16219/resize:format$003dfull","1837","1908","n.d.","5 1/2 x 15 1/2","","black ink on paper","","American","","Alfred Thompson Bricher","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Seascape","http://emuseum.huntington.org/internal/media/dispatcher/16317/resize:format$003dfull","1819","1878","1836","6 5/8 x 11 3/4","","ink wash on board","","American","","James Hamilton","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Seascape","http://emuseum.huntington.org/internal/media/dispatcher/16214/resize:format$003dfull","1833","1905","n.d.","4 5/8 x 7 1/2","","graphite on buff paper","","American","","William Trost Richards","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation"
"","NA","","Seated Female Figure","http://emuseum.huntington.org/internal/media/dispatcher/16335/resize:format$003dfull","1816","1872","ca. 1845-1847","13 1/4 x 9 7/8","","graphite and watercolor on paper","","American","","John Frederick Kensett","The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York"
"","NA","","Seated Figure","http://emuseum.huntington.org/internal/media/dispatcher/17964/resize:format$003dfull","1900","1964","n.d.","20 x 25 5/8","","pen and wash on green paper","","American","","Rico Lebrun","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Virginia Steele Scott Foundation"
"","NA","","Seated Lute Player","http://emuseum.huntington.org/internal/media/dispatcher/18184/resize:format$003dfull","1811","1893","ca. 1840-1843","NA","","graphite and watercolor on paper","","American","","John William Casilear","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair"
"","NA","","Seated Male Figure Holding a Staff","http://emuseum.huntington.org/internal/media/dispatcher/16331/resize:format$003dfull","1816","1872","ca. 1845-1847","11 3/4 x 8 3/4","","graphite and watercolor on paper","","American","","John Frederick Kensett","The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York"
"","NA","","Seated Male Figure Holding a Staff","http://emuseum.huntington.org/internal/media/dispatcher/16336/resize:format$003dfull","1816","1872","ca. 1845-1847","13 1/4 x 9 7/8","","graphite and watercolor on paper","","American","","John Frederick Kensett","The Huntington Library, Art Collections, and Botanical Gardens. 
Gift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York"
