" name"," foot"," position"," height"
" Kike Sola"," Right"," A"," 184"
" Djordje Rakić"," Right"," A"," 188"
" Elderson Echiéjilé"," Left"," D"," 184"
" Benjamin Moukandjo"," Right"," A"," 180"
" Aleksandar Kolarov"," Left"," D"," 187"
" Maciej Sadlok"," Right"," D"," 186"
" Gonzague Vandooren"," Left"," D"," 193"
" Grzegorz Baran"," Right"," D"," 186"
" Matko Perdijić"," Right"," GK"," 195"
" Massimo Volta"," Right"," D"," 184"
" Péter Gulácsi"," Right"," GK"," 191"
" Mikel San José"," Right"," D"," 183"
" Lora"," Right"," D"," 168"
" Aquino"," Left"," A"," 178"
" Massimo Coda"," Right"," A"," 184"
" Marco Sansovini"," Left"," A"," 170"
" Jan Koprivec"," Right"," GK"," 187"
" Branislav Miličević"," Left"," D"," 180"
" Adil Auassar"," Left"," M"," 187"
" Vincenzo Fiorillo"," Right"," GK"," 190"
" Vladimir Koman"," Right"," M"," 173"
" Andrea Poli"," Right"," M"," 181"
" Yoel"," Right"," GK"," 185"
" Miguel Vítor"," Right"," D"," 183"
" Odion Ighalo"," Right"," A"," 188"
" Sebastian Ribas"," Left"," A"," 189"
" Vasco Fernandes"," Right"," D"," 181"
" Niccolò Galli"," Right"," M"," 184"
" Marc Crosas"," Right"," M"," 178"
" Luiz Gustavo"," Left"," M"," 187"
" Washington"," Right"," A"," 187"
" Keith Watson"," Right"," D"," 184"
" Sainey Nyassi"," Right"," M"," 173"
" Ömer Toprak"," Right"," D"," 186"
" Demar Phillips"," Left"," M"," 168"
" Gonzalo Zárate"," Left"," A"," 184"
" Alexis Ferrero"," Right"," D"," 181"
" Kenny Mansally"," Left"," M"," 175"
" Callum Kennedy"," Left"," D"," 185"
" Lloyd Macklin"," Right"," A"," 175"
" Kristof Van Hout"," Right"," GK"," 208"
" Thomas Rogne"," Right"," D"," 191"
" Evariste Ngolok"," Left"," M"," 176"
" Dennis Odoi"," Right"," D"," 178"
" Anton Amelchenko"," Right"," GK"," 192"
" Dmitriy Molosh"," Right"," D"," 174"
" Senijad Ibričić"," Right"," M"," 181"
" Mihkel Aksalu"," Right"," GK"," 192"
" Levan Kenia"," Right"," M"," 176"
" Steve Purdy"," Right"," D"," 193"
" Joshua King"," Right"," A"," 185"
" Aidan Downes"," Right"," A"," 182"
" Lee Hills"," Left"," D"," 179"
" Igor Budan"," Right"," A"," 185"
" Callum Davidson"," Left"," D"," 178"
" Macauley Chrisantus"," Right"," A"," 183"
" Lee Collins"," Right"," D"," 180"
" John Akinde"," Left"," A"," 188"
" Kieran Gibbs"," Left"," D"," 180"
" Henri Lansbury"," Right"," M"," 183"
" Jordon Mutch"," Right"," M"," 184"
" Byron Webster"," Left"," D"," 191"
" Ryan Flynn"," Right"," M"," 171"
" Ched Evans"," Right"," A"," 183"
" James Chester"," Right"," D"," 178"
" Danny Drinkwater"," Right"," M"," 178"
" Joe Dudgeon"," Left"," D"," 177"
" Richard Eckersley"," Right"," D"," 183"
" Corry Evans"," Right"," M"," 178"
" Chris Fagan"," Right"," A"," 174"
" Daniel Galbraith"," Left"," A"," 175"
" Matthew James"," Right"," M"," 178"
" Federico Macheda"," Right"," A"," 185"
" Oliver Norwood"," Right"," M"," 175"
" Cameron Stewart"," Right"," M"," 172"
" Danny Welbeck"," Right"," A"," 185"
" Gary Woods"," Right"," GK"," 185"
" Ron-Robert Zieler"," Right"," GK"," 188"
" James Dunne"," Right"," M"," 180"
" Wojciech Szczęsny"," Right"," GK"," 195"
" Luke Ayling"," Right"," D"," 180"
" Kyle Bartley"," Right"," D"," 194"
" Gilles Sunu"," Left"," A"," 180"
" Aaron Doran"," Right"," M"," 170"
" Gavin Gunning"," Left"," D"," 183"
" Rhys Taylor"," Right"," GK"," 188"
" Patrick van Aanholt"," Left"," D"," 175"
" Niclas Heimann"," Right"," GK"," 194"
" Ben Gordon"," Left"," D"," 180"
" Gaël Kakuta"," Left"," A"," 173"
" Jacob Mellis"," Right"," M"," 175"
" Fabio Borini"," Right"," A"," 179"
" Ross Atkins"," Right"," GK"," 184"
" Tomáš Hubočan"," Right"," D"," 183"
" László Köteles"," Right"," GK"," 185"
" Levan Mchedlidze"," Right"," A"," 187"
" Konstantin Rausch"," Left"," M"," 182"
" Mitar Novaković"," Left"," M"," 189"
" Roman Neustädter"," Right"," M"," 190"
" Ramón Partida"," Right"," D"," 174"
" Marco Fabián"," Right"," M"," 170"
" Thierry Doubaï"," Right"," M"," 179"
" Martin Zeman"," Left"," M"," 174"
" Ian Joyce"," Right"," GK"," 191"
" Kieran Trippier"," Right"," D"," 179"
" Seth Nana Ofori-Twumasi"," Right"," D"," 173"
" Maciej Rybus"," Left"," M"," 172"
" Leroy Fer"," Right"," M"," 188"
" Tommy Smith"," Left"," D"," 188"
" Clayton McDonald"," Right"," D"," 198"
" Karl Moore"," Left"," A"," 172"
" Adam Clayton"," Right"," M"," 175"
" Paul Marshall"," Left"," M"," 185"
" Joel Ward"," Right"," M"," 185"
" Matt Ritchie"," Left"," A"," 173"
" Mark Scott"," Right"," GK"," 183"
" Beg Ferati"," Right"," D"," 188"
" Franco di Santo"," Right"," A"," 194"
" Wilfried Domoraud"," Left"," M"," 183"
" Stephan Andrist"," Right"," M"," 176"
" Toni"," Right"," GK"," 193"
" Sean Scannell"," Right"," A"," 175"
" Manucho"," Left"," A"," 187"
" Dugary Ndabashinze"," Right"," M"," 182"
" Hamdi Harbaoui"," Right"," A"," 185"
" Liam Kelly"," Right"," M"," 176"
" Mustapha Carayol"," Right"," M"," 178"
" Geert Arend Roorda"," Right"," M"," 191"
" Siem de Jong"," Right"," M"," 185"
" Tom Hiariej"," Right"," M"," 178"
" Jan-Arie van der Heijden"," Left"," M"," 185"
" Mark Oxley"," Right"," GK"," 191"
" Andrew Wright"," Right"," M"," 185"
" Gianluca Nijholt"," Left"," M"," 181"
" Tim Breukers"," Right"," D"," 178"
" Anton Putsila"," Right"," M"," 180"
" Christian Landu Landu"," Right"," M"," 182"
" Daniel Arreola"," Left"," D"," 183"
" Cala"," Right"," D"," 177"
" David Hohs"," Right"," GK"," 185"
" Eric Avila"," Right"," M"," 175"
" Tony Beltran"," Right"," D"," 175"
" Josh Lambo"," Right"," GK"," 185"
" Chance Myers"," Right"," D"," 185"
" Patrick Nyarko"," Right"," M"," 183"
" Brek Shea"," Left"," M"," 191"
" Christian Stuani"," Right"," A"," 184"
" Dusan Veskovac"," Right"," D"," 187"
" Burim Kukeli"," Left"," M"," 180"
" Ademar Rodríguez"," Right"," M"," 175"
" Mateo Musacchio"," Right"," D"," 180"
" Luciano Monzón"," Left"," D"," 179"
" Fernando Navarro"," Right"," D"," 167"
" Jimmy Ryan"," Right"," M"," 180"
" Jacob Butterfield"," Right"," M"," 180"
" Aaron Ramsey"," Right"," M"," 182"
" Josh Magennis"," Right"," A"," 188"
" Anele Ngcongca"," Right"," D"," 179"
" Scott Wagstaff"," Right"," A"," 178"
" Sven Ulreich"," Right"," GK"," 192"
" Solomon Taiwo"," Right"," M"," 185"
" Will Atkinson"," Right"," A"," 178"
" Andy King"," Right"," M"," 183"
" Anis Boussaïdi"," Right"," D"," 180"
" Keisuke Honda"," Left"," M"," 182"
" Silvano Raggio Garibaldi"," Right"," M"," 178"
" Piotr Polczak"," Right"," D"," 188"
" Angelo Balanta"," Right"," M"," 179"
" Nathaniel Wedderburn"," Left"," M"," 185"
" Ivan Radovanovic"," Right"," M"," 186"
" John-Joe O'Toole"," Right"," M"," 186"
" Jean-Philippe Sabo"," Left"," D"," 174"
" Elliott Bennett"," Right"," M"," 179"
" Kyle Naughton"," Right"," D"," 180"
" Wesley"," Right"," M"," 179"
" Daniele Ragatzu"," Right"," A"," 170"
" Mauro Vigorito"," Right"," GK"," 186"
" Samuel Di Carmine"," Right"," A"," 186"
" Mario Balotelli"," Right"," A"," 189"
" Pavol Stano"," Right"," D"," 191"
" Mike Gomes"," Right"," D"," 182"
" Andy Iro"," Left"," D"," 196"
" Steven Lenhart"," Right"," A"," 185"
" Hogan Ephraim"," Right"," M"," 175"
" Sean Franklin"," Right"," D"," 178"
" Tamás Kádár"," Right"," D"," 188"
" Peter Lowry"," Right"," M"," 180"
" Stephen King"," Right"," M"," 170"
" Andrew Jacobson"," Right"," M"," 188"
" Geoff Cameron"," Right"," M"," 191"
" Roger Espinoza"," Right"," M"," 179"
" Jonathan Leathers"," Right"," D"," 175"
" Rauwshan McKenzie"," Right"," D"," 185"
" Raúl"," Right"," GK"," 196"
" Alberto"," Right"," GK"," 181"
" Kiko Olivas"," Right"," D"," 189"
" Gojko Kačar"," Right"," M"," 185"
" Marko Šuler"," Right"," D"," 186"
" Damian Scannell"," Right"," A"," 178"
" Ezequiel Muñoz"," Right"," D"," 185"
" Brandon McDonald"," Right"," D"," 185"
" Michael Videira"," Right"," M"," 183"
" Eric Brunner"," Right"," D"," 193"
" Luke Sassano"," Right"," M"," 185"
" Shea Salinas"," Right"," M"," 178"
" Lynel Kitambala"," Left"," A"," 177"
" Fabien Robert"," Right"," A"," 174"
" Saif Ghezal"," Right"," D"," 188"
" David Horst"," Right"," D"," 193"
" Julius James"," Right"," D"," 183"
" Pat Phelan"," Right"," M"," 183"
" Sergej Karimow"," Left"," D"," 180"
" Jámison Olave"," Right"," D"," 186"
" Bobby Grant"," Left"," A"," 180"
" Nikola Gulan"," Left"," D"," 185"
" Marko Bajić"," Right"," M"," 183"
" Danny Swanson"," Right"," A"," 168"
" Roberto"," Left"," A"," 187"
" Bira Dembélé"," Left"," D"," 191"
" Stephan Palla"," Left"," D"," 172"
" Denilson Gabionetta"," Left"," A"," 178"
" Albert Adomah"," Right"," A"," 185"
" David Pisot"," Right"," D"," 185"
" Victor"," Left"," GK"," 193"
" Alain Junior Ollé Ollé"," Left"," M"," 175"
" Cheikhou Kouyaté"," Left"," M"," 191"
" Jefferson Montero"," Right"," A"," 165"
" Joffre Guerrón"," Right"," A"," 179"
" Leandro Salino"," Right"," M"," 169"
" Marinho"," Right"," A"," 166"
" Ben Hutchinson"," Right"," A"," 180"
" Kwadwo Asamoah"," Left"," M"," 178"
" Gerard Doherty"," Right"," GK"," 188"
" Niall McGinn"," Right"," M"," 173"
" Luca Di Matteo"," Right"," D"," 179"
" Edgar Çani"," Left"," A"," 192"
" Jim O'Brien"," Right"," A"," 178"
" Innocent Emeghara"," Right"," A"," 170"
" Fabian Barbiero"," Right"," M"," 176"
" James Holland"," Right"," M"," 180"
" Kagisho Dikgacoi"," Right"," M"," 180"
" Gordon Schildenfeld"," Right"," D"," 191"
" Lee Cox"," Right"," M"," 185"
" Ashley Barnes"," Right"," A"," 186"
" Christian Träsch"," Right"," M"," 180"
" Daniel Christensen"," Right"," A"," 172"
" Jude Ikechukwu Nworuh"," Right"," A"," 170"
" Claudemir"," Right"," M"," 185"
" Andrés Lamas"," Left"," D"," 187"
" Christopher Nöthe"," Right"," A"," 184"
" Raphael Wolf"," Right"," GK"," 190"
" Ilkay Gündogan"," Right"," M"," 180"
" Fabio Daprelà"," Left"," D"," 180"
" Alberto Paloschi"," Right"," A"," 183"
" Alexander Büttner"," Left"," D"," 174"
" Darvin Chávez"," Left"," D"," 177"
" Jesús Dueñas"," Right"," M"," 174"
" Javier Cortés"," Right"," M"," 171"
" Moussa Maâzou"," Right"," A"," 186"
" Wallace"," Left"," D"," 183"
" David McAllister"," Right"," M"," 178"
" Sean Morrison"," Right"," D"," 185"
" Benjamin Mokulu"," Left"," A"," 185"
" Abdou Traoré"," Right"," M"," 180"
" Yann M'Vila"," Right"," M"," 182"
" Jeroen Vanthournout"," Left"," M"," 183"
" Daniel Sikorski"," Right"," A"," 184"
" Emmanuel Ekpo"," Right"," M"," 187"
" Erik Vera"," Left"," M"," 169"
" Lars Stindl"," Right"," M"," 180"
" Seo Sang Min"," Right"," M"," 175"
" Dayro Moreno"," Right"," A"," 178"
" Stephan Hain"," Right"," A"," 178"
" Freddie Sears"," Right"," M"," 170"
" Georgie Welcome"," Right"," A"," 193"
" Mame Biram Diouf"," Right"," A"," 183"
" Miguel Angel Ponce"," Left"," D"," 176"
" Carlos Zambrano"," Right"," D"," 185"
" Jo Soo Hyuk"," Right"," GK"," 188"
" Lee Seung Yeoul"," Right"," A"," 182"
" Moon Ki Han"," Right"," M"," 177"
" Will Buckley"," Right"," A"," 183"
" Niall Canavan"," Left"," D"," 191"
" Matt Godden"," Right"," A"," 185"
" Lewis Chalmers"," Right"," M"," 183"
" Kim Ho Jun"," Right"," GK"," 189"
" Lee Kyu Ro"," Right"," D"," 177"
" Park Tae Min"," Right"," M"," 183"
" Park Hyun Bem"," Right"," M"," 194"
" Alan Pimentel"," Left"," D"," 176"
" Luis Fuentes"," Left"," M"," 171"
" Nathan Smith"," Left"," D"," 179"
" Ahn Jae Joon"," Right"," D"," 186"
" Abraham Darío Carreño"," Right"," A"," 188"
" Francisco Acuña"," Right"," M"," 165"
" Park Hee Do"," Left"," A"," 181"
" Hong Jeong Nam"," Right"," GK"," 186"
" Hong Jin Sub"," Right"," A"," 180"
" Raúl Nava"," Left"," A"," 183"
" Henrique"," Right"," D"," 185"
" Guillermo Molins"," Right"," M"," 184"
" Park Byeong Ju"," Right"," D"," 185"
" Cho Dong Geon"," Right"," A"," 180"
" Enrique Pérez"," Right"," D"," 174"
" Kalú Gastelum"," Right"," M"," 173"
" Milan Milanović"," Right"," D"," 194"
" Denis Glushakov"," Right"," M"," 182"
" John Mulroy"," Right"," A"," 176"
" Jorge Díaz de León"," Right"," GK"," 185"
" Índio"," Right"," M"," 177"
" Kim Young Woo"," Right"," M"," 176"
" You Ho Jun"," Right"," M"," 183"
" Heo Jae Won"," Right"," M"," 187"
" Ko Seul Ki"," Right"," A"," 183"
" Evgeniy Balyaykin"," Right"," M"," 184"
" Christian Noboa"," Right"," M"," 183"
" David Lopes"," Left"," D"," 190"
" David Meyler"," Right"," M"," 190"
" Dmitriy Kombarov"," Left"," M"," 181"
" Dominic Pürcher"," Left"," D"," 182"
" Jakob Jantscher"," Right"," M"," 181"
" Sandro Foda"," Right"," M"," 171"
" Keirrison"," Right"," A"," 183"
" Alexey Ionov"," Left"," M"," 177"
" Anton Sosnin"," Right"," M"," 178"
" Alan Gatagov"," Left"," M"," 180"
" Matt Gill"," Right"," M"," 180"
" Thiago Carleto"," Left"," D"," 172"
" Pavel Golyshev"," Right"," M"," 176"
" Jimmy Bullard"," Right"," M"," 178"
" Andrey Ivanov"," Left"," D"," 179"
" Artem Dzyuba"," Right"," A"," 194"
" Justin Braun"," Right"," A"," 191"
" Danleigh Borman"," Left"," D"," 175"
" Rens van Eijden"," Right"," D"," 188"
" Helgi Valur Daníelsson"," Right"," M"," 186"
" Juan Carlos Escobar"," Right"," M"," 183"
" Ganso"," Left"," M"," 184"
" Omar El Kaddouri"," Right"," M"," 186"
" Luke Steele"," Right"," GK"," 188"
" Evgeniy Pomazan"," Right"," GK"," 193"
" Marlos"," Left"," A"," 173"
" Pedro Ken"," Right"," M"," 181"
" Robbie Creevy"," Right"," M"," 180"
" Eoin Doyle"," Right"," A"," 178"
" Elias"," Right"," M"," 173"
" Lens Annab"," Right"," M"," 183"
" Andreas Buchner"," Right"," M"," 168"
" Paul Sinnott"," Right"," D"," 182"
" Kanu"," Left"," M"," 190"
" Shaun Brisley"," Right"," D"," 188"
" John Rooney"," Right"," M"," 180"
" Mauricio Isla"," Right"," M"," 177"
" Diogo"," Right"," A"," 182"
" Barry Maguire"," Right"," M"," 180"
" Vanderlei"," Right"," GK"," 195"
" Ondřej Smetana"," Right"," A"," 196"
" Thomas Chatelle"," Right"," A"," 176"
" Adrian Nikci"," Right"," A"," 182"
" Grzegorz Sandomierski"," Left"," GK"," 196"
" Paul-José M'Poku"," Right"," M"," 174"
" Bryan Jordan"," Right"," A"," 173"
" Lukáš Mareček"," Right"," M"," 182"
" Alexis Norambuena"," Right"," D"," 176"
" Yussif Chibsah"," Right"," M"," 175"
" Clément Grenier"," Right"," M"," 186"
" Yanis Tafer"," Left"," A"," 180"
" Gabriel Pimba"," Right"," M"," 173"
" Foued Kadir"," Right"," M"," 180"
" Steven N'Zonzi"," Right"," M"," 190"
" Aatif Chahechouhe"," Right"," M"," 176"
" Renan Oliveira"," Right"," M"," 182"
" Airton"," Right"," M"," 182"
" Paulinho"," Right"," M"," 180"
" Frédéric Sammaritano"," Right"," M"," 162"
" Stéphane Auvray"," Right"," M"," 174"
" Rafael"," Left"," GK"," 192"
" Austin McCann"," Left"," D"," 180"
" Zé Eduardo"," Right"," M"," 183"
" Adriano Pellegrino"," Right"," M"," 170"
" Júnior Díaz"," Left"," D"," 185"
" Massimiliano Benassi"," Right"," GK"," 180"
" Alberto Pomini"," Right"," GK"," 187"
" Marco Piccioni"," Right"," D"," 181"
" William Jidayi"," Right"," M"," 188"
" Horacio Erpen"," Left"," A"," 172"
" Gaetano Masucci"," Right"," A"," 172"
" Rafael Carioca"," Right"," M"," 179"
" Matias Suarez"," Right"," A"," 182"
" Gabor Straka"," Right"," M"," 180"
" Łukasz Hanzel"," Right"," M"," 181"
" Ronald Vargas"," Right"," M"," 175"
" Thomas Oar"," Left"," A"," 169"
" Marcel Höttecke"," Right"," GK"," 199"
" Francesco Bolzoni"," Right"," M"," 180"
" Sam Wood"," Left"," M"," 173"
" Rochina"," Left"," A"," 181"
" Réver"," Right"," D"," 192"
" Jumar"," Right"," M"," 177"
" Simao"," Right"," M"," 178"
" Wellington"," Right"," M"," 173"
" Abdelhamid El Kaoutari"," Left"," D"," 185"
" Oscar"," Right"," M"," 179"
" Marvin Morgan"," Left"," A"," 196"
" Lewis Holtby"," Left"," M"," 176"
" Daryl Janmaat"," Right"," D"," 185"
" Lex Immers"," Right"," M"," 187"
" Guyon Fernandez"," Right"," A"," 184"
" José Baxter"," Right"," A"," 179"
" Matthew Phillips"," Right"," A"," 183"
" George Friend"," Left"," D"," 188"
" Douglas"," Right"," D"," 192"
" Dean Moxey"," Left"," D"," 188"
" Leon Balogun"," Right"," D"," 190"
" Kheli Dube"," Right"," A"," 185"
" Matthew Taylor"," Right"," D"," 180"
" Rodrigo Possebon"," Right"," M"," 180"
" Giuseppe Aquaro"," Right"," D"," 187"
" Abdoul Karim Yoda"," Left"," M"," 182"
" Felipe"," Left"," D"," 194"
" Mohamed Chalali"," Right"," A"," 177"
" James McCarthy"," Right"," M"," 180"
" Brian Easton"," Left"," D"," 183"
" Lautaro Acosta"," Right"," A"," 168"
" Bruno Ecuélé Manga"," Right"," D"," 186"
" Floyd Ayité"," Right"," A"," 173"
" Tomas Kosicky"," Right"," GK"," 197"
" Emmanuel Riviere"," Right"," A"," 182"
" Alexis Theodosiadis"," Left"," D"," 179"
" Manuel Seidl"," Right"," M"," 183"
" Cheick Tidiane Diabaté"," Right"," A"," 194"
" Giannis Papadopoulos"," Left"," M"," 176"
" Fabrizio Cacciatore"," Right"," D"," 181"
" Mubarak Wakaso"," Left"," M"," 165"
" Michael Wiemann"," Right"," D"," 186"
" Marco Reus"," Right"," M"," 180"
" Kevin Großkreutz"," Right"," M"," 186"
" Kyle Walker"," Right"," D"," 178"
" Maurice Junior Dalé"," Left"," A"," 187"
" Marvin Martin"," Right"," M"," 171"
" Edouard Butin"," Right"," A"," 180"
" Frédéric Duplus"," Right"," D"," 178"
" Ryad Boudebouz"," Left"," M"," 177"
" Georgios Galitsios"," Right"," D"," 183"
" Kafoumba Coulibaly"," Right"," D"," 179"
" Ronny Rodelin"," Right"," A"," 192"
" Thomas Kaminski"," Right"," GK"," 189"
" Steven Joseph-Monrose"," Right"," A"," 180"
" Orhan Mustafi"," Right"," A"," 190"
" Florian Müller"," Right"," M"," 180"
" Carlos Carmona"," Right"," M"," 168"
" Stijn Wuytens"," Left"," M"," 183"
" Álvaro Fernández"," Right"," M"," 185"
" Jocelyn Roux"," Right"," A"," 186"
" Senad Lulic"," Left"," M"," 183"
" Seydou Doumbia"," Right"," A"," 178"
" Abel Hernández"," Left"," A"," 185"
" Diego Polenta"," Right"," D"," 185"
" Manuel Mancini"," Right"," M"," 180"
" Andrea Pierobon"," Right"," GK"," 183"
" Manuel Iori"," Right"," M"," 182"
" Alberto Marchesan"," Left"," D"," 185"
" Riccardo Meggiorini"," Left"," A"," 183"
" Pasquale Schiattarella"," Left"," M"," 178"
" Robert Lewandowski"," Right"," A"," 184"
" Semir Štilić"," Left"," M"," 183"
" Larrosa"," Right"," GK"," 181"
" Dani Pacheco"," Right"," A"," 168"
" Mohamed Diamé"," Right"," M"," 185"
" Valery Nahayo"," Right"," D"," 190"
" Clifford Ngobeni"," Right"," M"," 165"
" Bongani Khumalo"," Right"," D"," 188"
" Pierre-Emerick Aubameyang"," Right"," A"," 185"
" Gai Assulin"," Right"," A"," 177"
" Miroslav Štěpánek"," Right"," D"," 192"
" Clemens Walch"," Right"," M"," 181"
" Ken Ilsø"," Right"," A"," 182"
" Reneilwe Letsholonyane"," Right"," M"," 185"
" Johannes Flum"," Right"," M"," 190"
" Mirko Antenucci"," Right"," A"," 180"
" Alexandre Coeff"," Right"," M"," 185"
" Andrea Catellani"," Right"," A"," 180"
" Kevin Burns"," Right"," M"," 185"
" Simon Laner"," Right"," M"," 182"
" Carlos Saleiro"," Right"," A"," 185"
" Joel Ekstrand"," Right"," D"," 188"
" Romain Inez"," Right"," D"," 182"
" Thomas Heurtaux"," Right"," D"," 183"
" Declan Rudd"," Right"," GK"," 191"
" Jose"," Right"," D"," 175"
" Xumetra"," Right"," A"," 172"
" Peter Murphy"," Right"," D"," 183"
" Douglão"," Right"," D"," 193"
" Franck Tabanou"," Left"," M"," 178"
" Alassane Touré"," Right"," D"," 183"
" Mathieu Manset"," Left"," A"," 186"
" Jerry Vandam"," Right"," D"," 186"
" Derick Katuku Tshimanga"," Left"," D"," 176"
" Igor Lewczuk"," Right"," D"," 187"
" Delvin Ndinga"," Right"," M"," 181"
" Serey Die"," Right"," M"," 179"
" Admir Mehmedi"," Right"," A"," 183"
" Philippe Koch"," Right"," D"," 179"
" Isaka Cernak"," Right"," M"," 179"
" Luke DeVere"," Right"," D"," 186"
" Gary Glen"," Right"," A"," 178"
" Michael Morrison"," Right"," D"," 183"
" Chafik Najih"," Left"," M"," 184"
" Alberto Costa"," Left"," M"," 176"
" Marcel Schmelzer"," Left"," D"," 181"
" Kevin Conboy"," Left"," D"," 185"
" Sekou Oliseh"," Right"," M"," 178"
" Ahmed Kashi"," Right"," M"," 178"
" Nicolas N'Koulou"," Right"," D"," 180"
